id,locationName,address,websiteURL,contact,hasEBT,hasMarketMatch,rewards,coupons,position__lat,position__long,season_1_start,season_1_end,season_2_start,season_2_end,days,frequency,time_open,time_close,,searchLink,phoneNumber,email,storeType,freshFruit,freshVegetables,freshDairy,unprocessedMeat,flagged,flagReason,noInfo,permanentlyClosed,comments
173,Numero Uno Market,"1309 S Alvarado St, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.046406,-118.283678,,,,,,,,,,"Numero Uno Market 1309 S Alvarado St, Los Angeles, CA 90006",2133811734,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
174,La Nueva Carniceria,"1339 Venice Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.043518,-118.283085,,,,,,,,,,"La Nueva Carniceria 1339 Venice Blvd, Los Angeles, CA 90006",,,Other,,,,,FALSE,,TRUE,FALSE,
175,Venice Market,"1339 Venice Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.043518,-118.283085,,,,,,,,,,"Venice Market 1339 Venice Blvd, Los Angeles, CA 90006",,,Other,,,,,FALSE,,TRUE,FALSE,
176,Urbashi Market,"2007 E 1st St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.04551,-118.214588,,,,,,,,,,"Urbashi Market 2007 E 1st St, Los Angeles, CA 90033",,,Other,,,,,FALSE,Liquor Store,FALSE,FALSE,
177,Rancho Meat Market,"2421 Maple Ave, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.024558,-118.264911,,,,,,,,,,"Rancho Meat Market 2421 Maple Ave, Los Angeles, CA 90011",,,Other,,,,,FALSE,,TRUE,FALSE,
178,Food 4 Less,"1091 S Hoover St, Los Angeles, CA 90006",https://www.food4less.com/stores/grocery/ca/los-angeles/olympic-hoover/704/00375?cid=loc_70400375_gmb,null,TRUE,FALSE,null,null,34.051112,-118.284546,,,,,,,,,,"Food 4 Less 1091 S Hoover St, Los Angeles, CA 90006",2133861680,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
179,H C Bargain,"2701 W 6th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.062691,-118.281496,,,,,,,,,,"H C Bargain 2701 W 6th St, Los Angeles, CA 90057",,,Other,,,,,FALSE,Dollar Store,FALSE,FALSE,
180,Polinorte,"2195 Whittier Blvd, Los Angeles, CA 90023",null,null,TRUE,FALSE,null,null,34.035994,-118.218582,,,,,,,,,,"Polinorte 2195 Whittier Blvd, Los Angeles, CA 90023",(213) 676-7637,,Convenience Store,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
181,Castillos Mini Market,"2195 Whittier Blvd, Los Angeles, CA 90023",null,null,TRUE,FALSE,null,null,34.035988,-118.218583,,,,,,,,,,"Castillos Mini Market 2195 Whittier Blvd, Los Angeles, CA 90023",,,,,,,,FALSE,,FALSE,TRUE,
182,A-1 Market,"2435 W Temple St, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.072163,-118.273326,,,,,,,,,,"A-1 Market 2435 W Temple St, Los Angeles, CA 90026",2133185162,,Convenience Store,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
183,Apulo Market,"2612 W 8th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.057268,-118.283769,,,,,,,,,,"Apulo Market 2612 W 8th St, Los Angeles, CA 90057",2133838380,,,,,,,FALSE,,FALSE,TRUE,
184,Maroun Kamel Boutros,"1510 S Santa Fe Ave, Los Angeles, CA 90021",null,null,TRUE,FALSE,null,null,34.02631,-118.229408,,,,,,,,,,"Maroun Kamel Boutros 1510 S Santa Fe Ave, Los Angeles, CA 90021",,,,,,,,FALSE,,FALSE,TRUE,
185,M&A Tienda De Variedades 99 Cents And Up,"2204 W Pico Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.047095,-118.284482,,,,,,,,,,"M&A Tienda De Variedades 99 Cents And Up 2204 W Pico Blvd, Los Angeles, CA 90006",,,Other,,,,,FALSE,Dollar Store,FALSE,FALSE,
186,Laguna Market # 2,"2200 S Central Ave, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.02139,-118.253096,,,,,,,,,,"Laguna Market # 2 2200 S Central Ave, Los Angeles, CA 90011",,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
187,Panaderia Salvadorena Usulutan,"2715 W 6th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.062787,-118.281802,,,,,,,,,,"Panaderia Salvadorena Usulutan 2715 W 6th St, Los Angeles, CA 90057",,,Bakery,LOW,LOW,HIGH,NONE,FALSE,,FALSE,FALSE,
188,El Recreo Market,"2501 W Temple St, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.072309,-118.273607,,,,,,,,,,"El Recreo Market 2501 W Temple St, Los Angeles, CA 90026",,,Meat,LOW,HIGH,LOW,HIGH,FALSE,,FALSE,FALSE,
189,Eben-Ezer Dollar Plus,"2029 1st St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.04513,-118.213998,,,,,,,,,,"Eben-Ezer Dollar Plus 2029 1st St, Los Angeles, CA 90033",,,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Liquor Store,FALSE,FALSE,
190,Dollar Variety Store,"2633 W 8th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.057818,-118.284053,,,,,,,,,,"Dollar Variety Store 2633 W 8th St, Los Angeles, CA 90057",,,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Dollar Store,FALSE,FALSE,
191,Sav-On Variety Store #1,"2633 W 8th St, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.057818,-118.284053,,,,,,,,,,"Sav-On Variety Store #1 2633 W 8th St, Los Angeles, CA 90057",,,Convenience Store,LOW,NONE,LOW,NONE,TRUE,Dollar Store,FALSE,FALSE,
192,El Rancho Market,"1115 N Alvarado St, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.078129,-118.263672,,,,,,,,,,"El Rancho Market 1115 N Alvarado St, Los Angeles, CA 90026",,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
193,Super Dollar #6,"2220 S Central Ave, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.020921,-118.25337,,,,,,,,,,"Super Dollar #6 2220 S Central Ave, Los Angeles, CA 90011",,,Convenience Store,LOW,NONE,LOW,NONE,TRUE,Dollar Store,FALSE,FALSE,
194,One Stop Market,"2315 S Central Ave, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.020992,-118.25418,,,,,,,,,,"One Stop Market 2315 S Central Ave, Los Angeles, CA 90011",,,Convenience Store,NONE,NONE,NONE,NONE,TRUE,Liquor Store,FALSE,FALSE,
195,Dollar Mas,"1978 East Cesar E Chavez Avenue, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.048876,-118.212982,,,,,,,,,,"Dollar Mas 1978 East Cesar E Chavez Avenue, Los Angeles, CA 90033",,,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Liquor Store,FALSE,FALSE,
196,"Y.S.T., Inc. #2655877","801 S Hoover St, Los Angeles, CA 90005",null,null,TRUE,FALSE,null,null,34.057392,-118.284631,,,,,,,,,,"Y.S.T., Inc. #2655877 801 S Hoover St, Los Angeles, CA 90005",,,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
197,Daily Food Market,"2530 Maple Ave, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.023574,-118.265133,,,,,,,,,,"Daily Food Market 2530 Maple Ave, Los Angeles, CA 90011",,,Grocery,LOW,LOW,LOW,HIGH,FALSE,,FALSE,FALSE,
198,"Nuno D & T, Inc.","1605 S Hoover St, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.043457,-118.284592,,,,,,,,,,"Nuno D & T, Inc. 1605 S Hoover St, Los Angeles, CA 90006",,,Bakery,LOW,LOW,HIGH,NONE,FALSE,,FALSE,FALSE,
199,Sun Market,"2200 East 4th St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.04143,-118.214262,,,,,,,,,,"Sun Market 2200 East 4th St, Los Angeles, CA 90033",,,Convenience Store,LOW,NONE,LOW,NONE,TRUE,Liquor Store,FALSE,FALSE,
200,Vons,"1342 N Alvarado St, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.07947,-118.261342,,,,,,,,,,"Vons 1342 N Alvarado St, Los Angeles, CA 90026",,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
201,Angelitos Nutrition,"2526 San Pedro St, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.021805,-118.260978,,,,,,,,,,"Angelitos Nutrition 2526 San Pedro St, Los Angeles, CA 90011",,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
202,Lucia's Discount Store,"2528 San Pedro St, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.021742,-118.26085,,,,,,,,,,"Lucia's Discount Store 2528 San Pedro St, Los Angeles, CA 90011",,,Convenience Store,LOW,NONE,LOW,NONE,TRUE,Liquor Store,FALSE,FALSE,
203,El Gallo Minni Market,"2261 W Pico Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.047468,-118.285835,,,,,,,,,,"El Gallo Minni Market 2261 W Pico Blvd, Los Angeles, CA 90006",,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
204,Meadow Maid Market,"808 N State St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.053762,-118.212411,,,,,,,,,,"Meadow Maid Market 808 N State St, Los Angeles, CA 90033",,,Convenience Store,NONE,NONE,NONE,NONE,TRUE,Liquor Store,FALSE,FALSE,
205,Petro Ontario #26,"State / I-10 E Exit 19, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.054359,-118.212479,,,,,,,,,,"Petro Ontario #26 State / I-10 E Exit 19, Los Angeles, CA 90033",,TRUCK STORE,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
206,M & J Mini Market,"2555 W Olympic Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.05265,-118.286236,,,,,,,,,,"M & J Mini Market 2555 W Olympic Blvd, Los Angeles, CA 90006",,CLOSED,DON'T INCLUDE,,,,,FALSE,,FALSE,FALSE,
207,Smart & Final #459,"2720 Beverly Blvd, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.069846,-118.27833,,,,,,,,,,"Smart & Final #459 2720 Beverly Blvd, Los Angeles, CA 90057",,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
208,Hill Street Food Market,"206 W Adams Blvd, Los Angeles, CA 90007",null,null,TRUE,FALSE,null,null,34.025758,-118.271112,,,,,,,,,,"Hill Street Food Market 206 W Adams Blvd, Los Angeles, CA 90007",,,Convenience Store,LOW,LOW,LOW,LOW,FALSE,,FALSE,FALSE,
209,La Nortena Bakery,"2601 San Pedro St, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.021546,-118.261499,,,,,,,,,,"La Nortena Bakery 2601 San Pedro St, Los Angeles, CA 90011",,,Bakery,LOW,LOW,LOW,LOW,FALSE,,FALSE,FALSE,
210,Cookbook Market Echo Park,"1549 Echo Park Ave, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.081228,-118.254905,,,,,,,,,,"Cookbook Market Echo Park 1549 Echo Park Ave, Los Angeles, CA 90026",,,Grocery,HIGH,HIGH,HIGH,NONE,FALSE,,FALSE,FALSE,
211,Undollar Store,"2279 W Pico Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.047458,-118.286316,,,,,,,,,,"Undollar Store 2279 W Pico Blvd, Los Angeles, CA 90006",,,Convenience Store,LOW,NONE,LOW,NONE,TRUE,Dollar Store,FALSE,FALSE,
212,La Nortena Bakery,"2601 San Pedro St, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.02151,-118.261536,,,,,,,,,,"La Nortena Bakery 2601 San Pedro St, Los Angeles, CA 90011",,,Bakery,LOW,LOW,LOW,NONE,FALSE,,FALSE,FALSE,
213,Joy Bargain,"1450 Venice Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.043743,-118.285688,,,,,,,,,,"Joy Bargain 1450 Venice Blvd, Los Angeles, CA 90006",,,DON'T INCLUDE,,,,,TRUE,Other (Not Recommended),FALSE,FALSE,
214,21 Market,"2020 Hooper Ave., Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.019707,-118.247154,,,,,,,,,,"21 Market 2020 Hooper Ave., Los Angeles, CA 90011",,,,,,,,FALSE,,TRUE,FALSE,
215,La Esquinita #2,"300 S Ave 19, Los Angeles, CA 90031",null,null,TRUE,FALSE,null,null,34.070093,-118.219813,,,,,,,,,,"La Esquinita #2 300 S Ave 19, Los Angeles, CA 90031",,,,,,,,TRUE,Other (Not Recommended),FALSE,FALSE,
216,Metro Market,"2301 W Pico Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.04739,-118.286655,,,,,,,,,,"Metro Market 2301 W Pico Blvd, Los Angeles, CA 90006",,,,,,,,FALSE,,TRUE,FALSE,
217,Principio Mercado Y Carniceria,"2630 Maple Ave, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.022607,-118.265761,,,,,,,,,,"Principio Mercado Y Carniceria 2630 Maple Ave, Los Angeles, CA 90011",(213) 747-1638,,Meat,NONE,NONE,NONE,HIGH,FALSE,,FALSE,FALSE,
218,Choi's Market,"1828 N Broadway, Los Angeles, CA 90031",null,null,TRUE,FALSE,null,null,34.071858,-118.221376,,,,,,,,,,"Choi's Market 1828 N Broadway, Los Angeles, CA 90031",,,Convenience Store,NONE,NONE,NONE,NONE,FALSE,Other (Not Recommended),FALSE,FALSE,
219,Letfer Meat Market,"934 W 23rd St, Los Angeles, CA 90007",null,null,TRUE,FALSE,null,null,34.033604,-118.280972,,,,,,,,,,"Letfer Meat Market 934 W 23rd St, Los Angeles, CA 90007",,,Meat,,,,,FALSE,,TRUE,FALSE,
220,Olympia Liqour,"2571 W Olympic Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.052574,-118.287021,,,,,,,,,,"Olympia Liqour 2571 W Olympic Blvd, Los Angeles, CA 90006",,,,,,,,TRUE,Liquor Store,FALSE,FALSE,
221,Carnitas Uruapan Market & Bakery,"2102 East Cesar E Chavez Avenue, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.048251,-118.211347,,,,,,,,,,"Carnitas Uruapan Market & Bakery 2102 East Cesar E Chavez Avenue, Los Angeles, CA 90033",(323) 265-2474,,Bakery,NONE,NONE,LOW,HIGH,FALSE,,FALSE,FALSE,
222,Smart & Final #345,"2308 E 4th St, Los Angeles, CA 90033",smartandfinal.com,null,TRUE,FALSE,null,null,34.040631,-118.213051,,,,,,,,,,"Smart & Final #345 2308 E 4th St, Los Angeles, CA 90033",(323) 268-9179,,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
223,Mexicali Meat Market,"2623 San Pedro St, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.020931,-118.262004,,,,,,,,,,"Mexicali Meat Market 2623 San Pedro St, Los Angeles, CA 90011",(323) 235-5611,,Convenience Store,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
224,P & J Market,"1479 E 22nd St, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.019079,-118.248076,,,,,,,,,,"P & J Market 1479 E 22nd St, Los Angeles, CA 90011",,,,,,,,FALSE,,TRUE,FALSE,
225,Northgate Market,"425 S Soto St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.040345,-118.213104,,,,,,,,,,"Northgate Market 425 S Soto St, Los Angeles, CA 90033",(323) 262-0595,,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
226,Country Ranch Market,"2800 Beverly Blvd, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.070309,-118.279293,,,,,,,,,,"Country Ranch Market 2800 Beverly Blvd, Los Angeles, CA 90057",(213) 383-3891,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
227,Easy Mart,"520 S Occidental Blvd, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.064227,-118.284021,,,,,,,,,,"Easy Mart 520 S Occidental Blvd, Los Angeles, CA 90057",(213) 915-0082,,Convenience Store,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
228,Placita Market La Oaxaquena Inc,"2880 W 7th St, Los Angeles, CA 90005",null,null,TRUE,FALSE,null,null,34.059644,-118.28635,,,,,,,,,,"Placita Market La Oaxaquena Inc 2880 W 7th St, Los Angeles, CA 90005",(213) 739-2810,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
229,Sorullos Discount Store,"2609 N Main St, Los Angeles, CA 90031",null,null,TRUE,FALSE,null,null,34.066112,-118.215066,,,,,,,,,,"Sorullos Discount Store 2609 N Main St, Los Angeles, CA 90031",,,,,,,,FALSE,,FALSE,TRUE,
230,La Familia Meat Market,"2202 S Hoover St, Los Angeles, CA 90007",null,null,TRUE,FALSE,null,null,34.035808,-118.283745,,,,,,,,,,"La Familia Meat Market 2202 S Hoover St, Los Angeles, CA 90007",,,Meat,,,,,FALSE,,TRUE,FALSE,
231,J & T Ramirez Market,"736 S Soto St, Los Angeles, CA 90023",null,null,TRUE,FALSE,null,null,34.034786,-118.215221,,,,,,,,,,"J & T Ramirez Market 736 S Soto St, Los Angeles, CA 90023",,,,,,,,TRUE,Liquor Store,FALSE,FALSE,
232,Hooper Market,"2339 S Hooper Ave, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.017593,-118.249533,,,,,,,,,,"Hooper Market 2339 S Hooper Ave, Los Angeles, CA 90011",,,,,,,,FALSE,,TRUE,FALSE,
233,Correas Market,"2707 N Main St, Los Angeles, CA 90031",null,null,TRUE,FALSE,null,null,34.066205,-118.213881,,,,,,,,,,"Correas Market 2707 N Main St, Los Angeles, CA 90031",,,Grocery,LOW,LOW,LOW,LOW,FALSE,,FALSE,FALSE,
234,Hoover Ranch Market,"2301 S Hoover St, Los Angeles, CA 90007",null,null,TRUE,FALSE,null,null,34.034963,-118.284386,,,,,,,,,,"Hoover Ranch Market 2301 S Hoover St, Los Angeles, CA 90007",,,,,,,,FALSE,,TRUE,FALSE,
235,Juniors 99 Cents & Up Store,"2500 Sunset Blvd, Los Angeles, CA 90026",null,null,TRUE,FALSE,null,null,34.079382,-118.269313,,,,,,,,,,"Juniors 99 Cents & Up Store 2500 Sunset Blvd, Los Angeles, CA 90026",,,,,,,,FALSE,,TRUE,FALSE,
236,Target #T3216,"620 S Virgil Ave, Los Angeles, CA 90005",null,null,TRUE,FALSE,null,null,34.06329,-118.286353,,,,,,,,,,"Target #T3216 620 S Virgil Ave, Los Angeles, CA 90005",,,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
237,99cent El Quetzal,"2500 Hooper Ave., Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.017202,-118.249385,,,,,,,,,,"99cent El Quetzal 2500 Hooper Ave., Los Angeles, CA 90011",,,Convenience Store,,,,,FALSE,,TRUE,FALSE,
238,Emile's Mobil Llc,"1166 S Soto St, Los Angeles, CA 90023",null,null,TRUE,FALSE,null,null,34.028322,-118.218831,,,,,,,,,,"Emile's Mobil Llc 1166 S Soto St, Los Angeles, CA 90023",,,,,,,,TRUE,Gas Station,FALSE,FALSE,
239,D & E Food Market,"1451 W Washington Blvd, Los Angeles, CA 90007",null,null,TRUE,FALSE,null,null,34.040344,-118.287963,,,,,,,,,,"D & E Food Market 1451 W Washington Blvd, Los Angeles, CA 90007",,,Grocery,LOW,LOW,LOW,HIGH,FALSE,,FALSE,FALSE,
240,30th Street Market,"2924 Maple Ave, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.020386,-118.267212,,,,,,,,,,"30th Street Market 2924 Maple Ave, Los Angeles, CA 90011",,,Grocery,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
241,Veronica's Market 3,"2712 S Central Ave, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.017262,-118.255258,,,,,,,,,,"Veronica's Market 3 2712 S Central Ave, Los Angeles, CA 90011",,,Meat,LOW,LOW,NONE,HIGH,FALSE,,FALSE,FALSE,
242,Silver Moon Market,"2501 E 4th St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.040207,-118.210367,,,,,,,,,,"Silver Moon Market 2501 E 4th St, Los Angeles, CA 90033",(323) 269-5005,,,,,,,FALSE,,TRUE,FALSE,
243,Cina Market #5,"2801 N Main St, Los Angeles, CA 90031",null,null,TRUE,FALSE,null,null,34.066187,-118.212754,,,,,,,,,,"Cina Market #5 2801 N Main St, Los Angeles, CA 90031",(323) 576-2270,,,,,,,FALSE,,FALSE,FALSE,
244,"Happy Bargain, Inc","2831 James M Wood Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.056072,-118.290151,,,,,,,,,,"Happy Bargain, Inc 2831 James M Wood Blvd, Los Angeles, CA 90006",,,,,,,,FALSE,,TRUE,TRUE,probably closed?!
245,"James Sales, Inc.","2833 James M Wood Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.056072,-118.290195,,,,,,,,,,"James Sales, Inc. 2833 James M Wood Blvd, Los Angeles, CA 90006",,,,,,,,FALSE,,TRUE,TRUE,dupe of prev
246,Soto Kids Nutrition,"1260 S Soto St, Los Angeles, CA 90023",null,null,TRUE,FALSE,null,null,34.026638,-118.219082,,,,,,,,,,"Soto Kids Nutrition 1260 S Soto St, Los Angeles, CA 90023",(323) 264-8081,,,,,,,FALSE,,TRUE,FALSE,could be big :/
247,Abc Market,"2100 Workman St, Los Angeles, CA 90031",null,null,TRUE,FALSE,null,null,34.069648,-118.214125,,,,,,,,,,"Abc Market 2100 Workman St, Los Angeles, CA 90031",(323) 227-5485,,,,,,,FALSE,,TRUE,FALSE,
248,Zunigas Market,"3033 W 6th St, Los Angeles, CA 90020",null,null,TRUE,FALSE,null,null,34.064063,-118.288057,,,,,,,,,,"Zunigas Market 3033 W 6th St, Los Angeles, CA 90020",(213) 386-3380,,Convenience Store,LOW,LOW,NONE,NONE,FALSE,,FALSE,FALSE,
249,Huichos Bakery Inc #1,"1250 S Vermont Ave, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.047817,-118.291169,,,,,,,,,,"Huichos Bakery Inc #1 1250 S Vermont Ave, Los Angeles, CA 90006",(213) 385-3957,,Bakery,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
250,Pulgarcito Market Place,"2484 W Pico Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.047091,-118.291312,,,,,,,,,,"Pulgarcito Market Place 2484 W Pico Blvd, Los Angeles, CA 90006",(213) 382-4820,,Convenience Store,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
251,Galvez Market,"2040 Marengo St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.056314,-118.207225,,,,,,,,,,"Galvez Market 2040 Marengo St, Los Angeles, CA 90033",(323) 224-0067,,,,,,,FALSE,,TRUE,FALSE,
252,Sc La 99 Market,"3110 Maple Ave, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.019062,-118.267897,,,,,,,,,,"Sc La 99 Market 3110 Maple Ave, Los Angeles, CA 90011",(323) 897-5522,,Big Grocery,LOW,LOW,NONE,NONE,FALSE,,FALSE,FALSE,
253,Reyes Mini Market,"3101 San Pedro St, Los Angeles, CA 90011",null,null,TRUE,FALSE,null,null,34.017668,-118.264014,,,,,,,,,,"Reyes Mini Market 3101 San Pedro St, Los Angeles, CA 90011",,,Convenience Store,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
254,Lucky's Market,"3125 Beverly Blvd, Los Angeles, CA 90057",null,null,TRUE,FALSE,null,null,34.072323,-118.282882,,,,,,,,,,"Lucky's Market 3125 Beverly Blvd, Los Angeles, CA 90057",,,,,,,,FALSE,,TRUE,TRUE,
255,El Turco Meat Market,"1101 S Vermont Ave, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.050228,-118.291945,,,,,,,,,,"El Turco Meat Market 1101 S Vermont Ave, Los Angeles, CA 90006",(213) 388-5098,,Grocery,NONE,LOW,NONE,LOW,FALSE,,FALSE,FALSE,
256,Nge Mart Inc,"3003 S Figueroa St, Los Angeles, CA 90007",null,null,TRUE,FALSE,null,null,34.025125,-118.278779,,,,,,,,,,"Nge Mart Inc 3003 S Figueroa St, Los Angeles, CA 90007",(213) 205-8556,,Other,NONE,NONE,NONE,NONE,TRUE,Liquor Store,FALSE,FALSE,
257,Zion Market,"888 S Vermont Ave, Los Angeles, CA 90005",null,null,TRUE,FALSE,null,null,34.056071,-118.291595,,,,,,,,,,"Zion Market 888 S Vermont Ave, Los Angeles, CA 90005",(213) 351-9900,,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
258,Choice Meat,"2716 W Olympic Blvd, Los Angeles, CA 90006",null,null,TRUE,FALSE,null,null,34.052185,-118.292265,,,,,,,,,,"Choice Meat 2716 W Olympic Blvd, Los Angeles, CA 90006",(213) 480-9988,,Meat,NONE,NONE,NONE,HIGH,FALSE,,FALSE,FALSE,
259,Betos Mini Market,"766 S Vermont Ave, Los Angeles, CA 90005",null,null,TRUE,FALSE,null,null,34.058026,-118.291431,,,,,,,,,,"Betos Mini Market 766 S Vermont Ave, Los Angeles, CA 90005",(213) 388-1326,,Meat,HIGH,HIGH,NONE,HIGH,FALSE,,FALSE,FALSE,
260,Latino's Discount Store 99 & Up,"762 S Vermont Ave, Los Angeles, CA 90005",null,null,TRUE,FALSE,null,null,34.058111,-118.291432,,,,,,,,,,"Latino's Discount Store 99 & Up 762 S Vermont Ave, Los Angeles, CA 90005",(213) 385-4404,,Other,NONE,NONE,NONE,NONE,TRUE,Dollar Store,FALSE,FALSE,
261,Del Solar's Mini Market,"847 S Vermont Ave, Los Angeles, CA 90005",null,null,TRUE,FALSE,null,null,34.056421,-118.291855,,,,,,,,,,"Del Solar's Mini Market 847 S Vermont Ave, Los Angeles, CA 90005",(323) 561-5531,,Convenience Store,NONE,NONE,LOW,NONE,FALSE,,FALSE,FALSE,
262,700 Food Mart,"700 S Vermont Ave, Los Angeles, CA 90005",null,null,TRUE,FALSE,null,null,34.059567,-118.291146,,,,,,,,,,"700 Food Mart 700 S Vermont Ave, Los Angeles, CA 90005",,,DON'T INCLUDE,,,,,TRUE,Gas Station,FALSE,FALSE,
263,99 Cents Only Stores  #51,"2606 N Broadway, Los Angeles, CA 90031",null,null,TRUE,FALSE,null,null,34.073289,-118.215336,,,,,,,,,,"99 Cents Only Stores  #51 2606 N Broadway, Los Angeles, CA 90031",,,Other,LOW,LOW,NONE,NONE,TRUE,Dollar Store,FALSE,FALSE,
264,J&M Market,"2643 E 4th St, Los Angeles, CA 90033",null,null,TRUE,FALSE,null,null,34.039064,-118.208016,,,,,,,,,,"J&M Market 2643 E 4th St, Los Angeles, CA 90033",(323) 268-1317,,Convenience Store,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
